78
8,123
28,30
30,145
150,151
13,56
56,14
14,15
15,16
16,18
56,57
34,38
18,17
118,119
17,49
17,62
121,49
121,62
119,49
119,62
49,50
50,51
51,37
37,38
38,39
39,40
40,125
40,126
62,63
63,106
106,107
45,155
45,156
155,156
155,62
146,147
147,148
130,133
130,132
130,131
75,76
162,76
92,93
93,94
94,95
86,87
87,88
87,89
87,90
87,91
88,93
89,93
90,93
91,93
34,8
34,123
34,28
34,30
34,145
34,107
107,123
107,28
107,30
107,145
148,8
148,123
148,28
148,30
148,145
73,8
73,123
73,28
73,30
73,145
74,8
74,123
74,28
74,30
74,145
57
8,ESR1
13,GPER1
14,SRC
15,MMP2
16,HBEGF
17,EGFR
18,HBEGF
28,ESR1
30,CARM1
34,PRKACA
37,HRAS
38,ARAF
39,MAP2K1
40,MAPK1
45,GPER1
49,SHC2
50,GRB2
51,HGF,SOS1
56,GNAS
57,ADCY1
62,
63,AKT3
73,MAPK14
74,MAPK8
75,JAG1
76,NOTCH1
86,MDM2
87,TP53
88,CDKN2A
89,CDKN2C
90,CDKN1A
91,CDKN1B
92,CCND1
93,CDK4
94,RB1
95,E2F1,RBP3
106,MTOR
107,RPS6KB1
118,IGF1
119,IGF1R
121,ERBB2
123,CARM1
125,JUN
126,FOS
130,BCL2
131,BIK
132,BAD
133,BAX
145,FOS
146,ESR1
147,CARM1
148,SRC
150,ESR1
151,NCOR1
155,PTK2
156,SRC
162,DLL3
